2073.169922,2098.939941,2070.0,2098.860107,2098.860107
2099.340088,2108.709961,2097.899902,2102.949951,2102.949951
2095.050049,2095.050049,2080.860107,2088.550049,2088.550049
2084.429932,2100.719971,2074.02002,2099.72998,2099.72998
2100.419922,2109.080078,2089.389893,2097.899902,2097.899902
2106.969971,2131.709961,2106.969971,2129.899902,2129.899902
2131.719971,2143.159912,2131.719971,2137.159912,2137.159912
2139.5,2155.399902,2139.5,2152.139893,2152.139893
2153.810059,2156.449951,2146.209961,2152.429932,2152.429932
2157.879883,2168.98999,2157.879883,2163.75,2163.75
2165.129883,2169.050049,2155.790039,2161.73999,2161.73999
2162.040039,2168.350098,2159.629883,2166.889893,2166.889893
2163.790039,2164.629883,2159.01001,2163.780029,2163.780029
2166.100098,2175.629883,2164.889893,2173.02002,2173.02002
2172.909912,2174.560059,2159.75,2165.169922,2165.169922
2166.469971,2175.110107,2163.23999,2175.030029,2175.030029
2173.709961,2173.709961,2161.949951,2168.47998,2168.47998
2168.969971,2173.540039,2160.179932,2169.179932,2169.179932
2169.810059,2174.97998,2159.070068,2166.580078,2166.580078
2166.050049,2172.850098,2159.73999,2170.060059,2170.060059
2168.830078,2177.090088,2163.48999,2173.600098,2173.600098
2173.149902,2178.290039,2166.209961,2170.840088,2170.840088
2169.939941,2170.199951,2147.580078,2157.030029,2157.030029
2156.810059,2163.790039,2152.560059,2163.790039,2163.790039
2163.51001,2168.189941,2159.070068,2164.25,2164.25
2168.790039,2182.870117,2168.790039,2182.870117,2182.870117
2183.76001,2185.439941,2177.850098,2180.889893,2180.889893
2182.23999,2187.659912,2178.610107,2181.73999,2181.73999
2182.810059,2183.409912,2172.0,2175.48999,2175.48999
2177.969971,2188.449951,2177.969971,2185.790039,2185.790039
2183.73999,2186.280029,2179.419922,2184.050049,2184.050049
2186.080078,2193.810059,2186.080078,2190.149902,2190.149902
2186.23999,2186.23999,2178.139893,2178.149902,2178.149902
2177.840088,2183.080078,2168.5,2182.219971,2182.219971
2181.899902,2187.030029,2180.459961,2187.02002,2187.02002
2184.23999,2185.0,2175.129883,2183.870117,2183.870117
2181.580078,2185.149902,2175.959961,2182.639893,2182.639893
2187.810059,2193.419922,2186.800049,2186.899902,2186.899902
2185.090088,2186.659912,2171.25,2175.439941,2175.439941
2173.290039,2179.0,2169.73999,2172.469971,2172.469971
2175.100098,2187.939941,2160.389893,2169.040039,2169.040039
2170.189941,2183.47998,2170.189941,2180.379883,2180.379883
2179.449951,2182.27002,2170.409912,2176.120117,2176.120117
2173.560059,2173.790039,2161.350098,2170.949951,2170.949951
2171.330078,2173.560059,2157.090088,2170.860107,2170.860107
2177.48999,2184.870117,2173.590088,2179.97998,2179.97998
2181.610107,2186.570068,2175.100098,2186.47998,2186.47998
2185.169922,2187.870117,2179.070068,2186.159912,2186.159912
2182.76001,2184.939941,2177.48999,2181.300049,2181.300049
2169.080078,2169.080078,2127.810059,2127.810059,2127.810059
2120.860107,2163.300049,2119.120117,2159.040039,2159.040039
2150.469971,2150.469971,2120.27002,2127.02002,2127.02002
2127.860107,2141.330078,2119.899902,2125.77002,2125.77002
2125.360107,2151.310059,2122.360107,2147.26001,2147.26001
2146.47998,2146.47998,2131.199951,2139.159912,2139.159912
2143.98999,2153.610107,2135.909912,2139.120117,2139.120117
2145.939941,2150.800049,2139.169922,2139.76001,2139.76001
2144.580078,2165.110107,2139.570068,2163.120117,2163.120117
2170.939941,2179.98999,2170.939941,2177.179932,2177.179932
2173.290039,2173.75,2163.969971,2164.689941,2164.689941
2158.540039,2158.540039,2145.040039,2146.100098,2146.100098
2146.040039,2161.129883,2141.550049,2159.929932,2159.929932
2161.850098,2172.399902,2151.790039,2171.370117,2171.370117
2168.899902,2172.669922,2145.199951,2151.129883,2151.129883
2156.51001,2175.300049,2156.51001,2168.27002,2168.27002
2164.330078,2164.409912,2154.77002,2161.199951,2161.199951
2163.370117,2165.459961,2144.01001,2150.48999,2150.48999
2155.149902,2163.949951,2155.149902,2159.72998,2159.72998
2158.219971,2162.929932,2150.280029,2160.77002,2160.77002
2164.189941,2165.860107,2144.850098,2153.73999,2153.73999
2160.389893,2169.600098,2160.389893,2163.659912,2163.659912
2161.350098,2161.560059,2128.840088,2136.72998,2136.72998
2137.669922,2145.360107,2132.77002,2139.179932,2139.179932
2130.26001,2138.189941,2114.719971,2132.550049,2132.550049
2139.679932,2149.189941,2132.97998,2132.97998,2132.97998
2132.949951,2135.610107,2124.429932,2126.5,2126.5
2138.310059,2144.379883,2135.48999,2139.600098,2139.600098
2140.810059,2148.439941,2138.149902,2144.290039,2144.290039
2142.51001,2147.179932,2133.439941,2141.340088,2141.340088
2139.429932,2142.629883,2130.090088,2141.159912,2141.159912
2148.5,2154.790039,2146.909912,2151.330078,2151.330078
2149.719971,2151.439941,2141.929932,2143.159912,2143.159912
2136.969971,2145.72998,2131.590088,2139.429932,2139.429932
2144.060059,2147.129883,2132.52002,2133.040039,2133.040039
2132.22998,2140.719971,2119.360107,2126.409912,2126.409912
2129.780029,2133.25,2125.530029,2126.149902,2126.149902
2128.679932,2131.449951,2097.850098,2111.719971,2111.719971
2109.429932,2111.76001,2094.0,2097.939941,2097.939941
2098.800049,2102.560059,2085.22998,2088.659912,2088.659912
2083.790039,2099.070068,2083.790039,2085.179932,2085.179932
2100.590088,2132.0,2100.590088,2131.52002,2131.52002
2129.919922,2146.870117,2123.560059,2139.560059,2139.560059
2131.560059,2170.100098,2125.350098,2163.26001,2163.26001
2167.48999,2182.300049,2151.169922,2167.47998,2167.47998
2162.709961,2165.919922,2152.48999,2164.449951,2164.449951
2165.639893,2171.360107,2156.080078,2164.199951,2164.199951
2168.290039,2180.840088,2166.379883,2180.389893,2180.389893
